name,matric_no,department,course,year,prev_gpa,prev_cgpa,attendance,test_score,assignment,exam_score,total_200,gp_200,new_cgpa,current_class,predicted_grad_class
Sola Dikko,250502527,ICT,GST 209,200 Level,1.88,1.88,3,8,0,35,46,2.0,1.94,Third Class,Third Class
Sola Ejike,250502901,COMPUTER SCIENCE,MTH 201,200 Level,0.52,0.52,3,0,1,35,39,0.0,0.26,Fail,Fail
Sola Ejike,250501520,CYBERSECURITY,CHM 201,200 Level,3.17,3.17,6,10,5,41,62,4.0,3.58,Second Class Upper,Second Class Upper
Sola Eze,250501231,COMPUTER SCIENCE,MTH 201,200 Level,2.76,2.76,4,12,7,3,26,0.0,1.38,Pass,Fail
Sola Eze,250501500,COMPUTER SCIENCE,PHY 205,200 Level,3.64,3.64,8,12,8,8,36,0.0,1.82,Third Class,Fail
Sola Eze,250501556,CYBERSECURITY,CSC 201,200 Level,1.1,1.1,10,9,3,23,45,2.0,1.55,Third Class,Third Class
Sola Fashola,250502501,ICT,MTH 223,200 Level,2.66,2.66,0,12,0,17,29,0.0,1.33,Pass,Fail
Sola Fashola,250501229,ICT,PHY 205,200 Level,3.34,3.34,5,7,10,21,43,1.0,2.17,Third Class,Pass
Sola Gana,250502105,CYBERSECURITY,CHM 201,200 Level,1.28,1.28,10,0,7,37,54,3.0,2.14,Third Class,Second Class Lower
Sola Gana,250501144,ICT,MTH 223,200 Level,1.78,1.78,4,17,7,38,66,4.0,2.89,Second Class Lower,Second Class Upper
Sola Hassan,250501628,CYBERSECURITY,MTH 201,200 Level,0.67,0.67,0,15,7,20,42,1.0,0.84,Fail,Fail
Sola Hassan,250501648,CYBERSECURITY,GST 211,200 Level,4.05,4.05,4,2,3,20,29,0.0,2.02,Third Class,Fail
Sola Ikenna,250501211,ICT,MTH 223,200 Level,3.61,3.61,5,19,6,40,70,5.0,4.3,Second Class Upper,First Class
Sola James,250501994,COMPUTER SCIENCE,CSC 201,200 Level,2.12,2.12,8,2,0,29,39,0.0,1.06,Pass,Fail
Sola James,250501002,CYBERSECURITY,MTH 223,200 Level,3.79,3.79,6,19,4,50,79,5.0,4.39,Second Class Upper,First Class
Sola James,250501837,ICT,MTH 223,200 Level,2.13,2.13,6,1,7,53,67,4.0,3.06,Second Class Lower,Second Class Upper
Sola James,250501830,COMPUTER SCIENCE,PHY 201,200 Level,1.51,1.51,0,6,7,7,20,0.0,0.76,Fail,Fail
Sola Kalu,250502782,COMPUTER SCIENCE,GST 209,200 Level,2.58,2.58,8,14,2,23,47,2.0,2.29,Third Class,Third Class
Sola Lawal,250501245,ICT,MTH 223,200 Level,4.68,4.68,3,12,4,32,51,3.0,3.84,Second Class Upper,Second Class Lower
Sola Lawal,250502115,CYBERSECURITY,GST 209,200 Level,3.11,3.11,9,9,2,14,34,0.0,1.56,Third Class,Fail
Sola Madu,250501106,CYBERSECURITY,PHY 201,200 Level,2.35,2.35,7,7,7,28,49,2.0,2.17,Third Class,Third Class
Sola Musa,250502251,COMPUTER SCIENCE,GST 211,200 Level,2.67,2.67,3,12,6,52,73,5.0,3.84,Second Class Upper,First Class
Sola Nwachukwu,250501898,ICT,MTH 223,200 Level,0.56,0.56,2,0,6,11,19,0.0,0.28,Fail,Fail
Sola Nwachukwu,250502243,COMPUTER SCIENCE,MTH 201,200 Level,4.3,4.3,3,15,0,17,35,0.0,2.15,Third Class,Fail
Sola Nwachukwu,250501349,ICT,CHM 201,200 Level,3.32,3.32,3,3,6,57,69,4.0,3.66,Second Class Upper,Second Class Upper
Sola Nwachukwu,250501051,COMPUTER SCIENCE,PHY 205,200 Level,3.99,3.99,8,11,5,22,46,2.0,3.0,Second Class Lower,Third Class
Sola Nwosu,250501165,CYBERSECURITY,CSC 201,200 Level,4.26,4.26,7,11,9,40,67,4.0,4.13,Second Class Upper,Second Class Upper
Sola Nwosu,250502670,COMPUTER SCIENCE,MTH 201,200 Level,2.21,2.21,4,1,10,33,48,2.0,2.1,Third Class,Third Class
Sola Nwosu,250502086,ICT,PHY 201,200 Level,3.26,3.26,2,14,10,2,28,0.0,1.63,Third Class,Fail
Sola Nwosu,250501054,CYBERSECURITY,GST 209,200 Level,3.19,3.19,1,19,10,10,40,1.0,2.09,Third Class,Pass
Sola Okafor,250501645,COMPUTER SCIENCE,CHM 201,200 Level,4.51,4.51,6,16,10,17,49,2.0,3.26,Second Class Lower,Second Class Lower
Sola Okafor,250502540,ICT,GST 211,200 Level,3.69,3.69,0,6,10,3,19,0.0,1.84,Third Class,Fail
Sola Okafor,250501255,CYBERSECURITY,MTH 201,200 Level,3.01,3.01,4,7,4,55,70,5.0,4.0,Second Class Upper,First Class
Sola Okonkwo,250502190,COMPUTER SCIENCE,MTH 223,200 Level,0.8,0.8,8,12,10,33,63,4.0,2.4,Third Class,Second Class Lower
Sola Okonkwo,250501759,ICT,CHM 207,200 Level,4.05,4.05,2,15,6,10,33,0.0,2.02,Third Class,Fail
Sola Okoro,250502256,CYBERSECURITY,GST 211,200 Level,1.4,1.4,8,17,6,53,84,5.0,3.2,Second Class Lower,Second Class Upper
Sola Okoro,250501715,ICT,GST 209,200 Level,4.68,4.68,5,3,5,0,13,0.0,2.34,Third Class,Fail
Sola Okoro,250501907,CYBERSECURITY,MTH 201,200 Level,2.04,2.04,8,2,4,10,24,0.0,1.02,Pass,Fail
Sola Okoro,250502728,COMPUTER SCIENCE,PHY 205,200 Level,4.16,4.16,8,5,6,52,71,5.0,4.58,First Class,First Class
Sola Okoro,250502570,ICT,CHM 207,200 Level,3.14,3.14,3,14,3,21,41,1.0,2.07,Third Class,Pass
Sola Peters,250501287,CYBERSECURITY,GST 209,200 Level,2.94,2.94,7,9,2,48,66,4.0,3.47,Second Class Lower,Second Class Upper
Sola Raji,250502932,CYBERSECURITY,CHM 201,200 Level,3.02,3.02,7,13,5,40,65,4.0,3.51,Second Class Upper,Second Class Upper
Sola Raji,250502991,CYBERSECURITY,GST 209,200 Level,1.22,1.22,6,19,3,44,72,5.0,3.11,Second Class Lower,Second Class Upper
Sola Usman,250502592,COMPUTER SCIENCE,PHY 205,200 Level,1.08,1.08,2,17,1,59,79,5.0,3.04,Second Class Lower,Second Class Upper
Tunde Adeola,250502890,COMPUTER SCIENCE,PHY 201,200 Level,0.95,0.95,1,13,7,30,51,3.0,1.98,Third Class,Second Class Lower
Tunde Adeola,250501286,CYBERSECURITY,PHY 205,200 Level,2.6,2.6,8,7,10,50,75,5.0,3.8,Second Class Upper,First Class
Tunde Adeola,250502315,CYBERSECURITY,PHY 201,200 Level,3.4,3.4,4,0,2,31,37,0.0,1.7,Third Class,Fail
Tunde Adeola,250502838,COMPUTER SCIENCE,CSC 201,200 Level,4.68,4.68,8,4,2,35,49,2.0,3.34,Second Class Lower,Second Class Lower
Tunde Afolabi,250502109,COMPUTER SCIENCE,GST 209,200 Level,1.19,1.19,10,11,4,50,75,5.0,3.1,Second Class Lower,Second Class Upper
Tunde Afolabi,250502953,COMPUTER SCIENCE,MTH 201,200 Level,3.81,3.81,3,15,5,32,55,3.0,3.4,Second Class Lower,Second Class Lower
Tunde Afolabi,250502389,COMPUTER SCIENCE,CSC 201,200 Level,2.54,2.54,3,1,3,26,33,0.0,1.27,Pass,Fail
Tunde Babatunde,250502337,CYBERSECURITY,MTH 223,200 Level,3.56,3.56,10,12,8,14,44,1.0,2.28,Third Class,Third Class
Tunde Babatunde,250501963,ICT,MTH 201,200 Level,2.25,2.25,5,7,2,31,45,2.0,2.12,Third Class,Third Class
Tunde Bello,250501954,COMPUTER SCIENCE,MTH 223,200 Level,2.38,2.38,0,10,10,12,32,0.0,1.19,Pass,Fail
Tunde Bello,250502321,ICT,PHY 205,200 Level,1.22,1.22,3,18,2,8,31,0.0,0.61,Fail,Fail
Tunde Bello,250502556,ICT,GST 211,200 Level,3.25,3.25,2,2,8,47,59,3.0,3.12,Second Class Lower,Second Class Lower
Tunde Chukwu,250501511,CYBERSECURITY,PHY 201,200 Level,2.38,2.38,7,18,7,59,91,5.0,3.69,Second Class Upper,Second Class Upper
Tunde Chukwu,250501598,CYBERSECURITY,MTH 223,200 Level,1.37,1.37,1,10,1,43,55,3.0,2.18,Third Class,Second Class Lower
Tunde Danladi,250501232,ICT,GST 211,200 Level,3.1,3.1,10,13,4,35,62,4.0,3.55,Second Class Upper,Second Class Upper
Tunde Dikko,250502255,ICT,PHY 205,200 Level,2.44,2.44,8,14,6,9,37,0.0,1.22,Pass,Fail
Tunde Ejike,250501317,ICT,MTH 223,200 Level,1.28,1.28,3,5,0,54,62,4.0,2.64,Second Class Lower,Second Class Lower
Tunde Eze,250501234,COMPUTER SCIENCE,CHM 207,200 Level,1.38,1.38,2,7,8,51,68,4.0,2.69,Second Class Lower,Second Class Lower
Tunde Eze,250501549,CYBERSECURITY,CHM 207,200 Level,3.98,3.98,3,6,10,46,65,4.0,3.99,Second Class Upper,Second Class Upper
Tunde Eze,250502820,ICT,MTH 201,200 Level,1.43,1.43,9,9,4,16,38,0.0,0.72,Fail,Fail
Tunde Fashola,250501122,COMPUTER SCIENCE,PHY 201,200 Level,1.93,1.93,9,17,10,22,58,3.0,2.46,Third Class,Second Class Lower
Tunde Fashola,250501319,ICT,MTH 201,200 Level,1.63,1.63,10,5,8,26,49,2.0,1.82,Third Class,Third Class
Tunde Garba,250501322,CYBERSECURITY,GST 209,200 Level,3.47,3.47,8,4,6,44,62,4.0,3.74,Second Class Upper,Second Class Upper
Tunde James,250502324,ICT,CHM 201,200 Level,4.89,4.89,7,18,2,8,35,0.0,2.44,Third Class,Fail
Tunde Kalu,250501285,CYBERSECURITY,GST 211,200 Level,0.66,0.66,0,10,1,46,57,3.0,1.83,Third Class,Second Class Lower
Tunde Kalu,250501841,CYBERSECURITY,GST 209,200 Level,3.49,3.49,8,19,1,36,64,4.0,3.74,Second Class Upper,Second Class Upper
Tunde Kalu,250501373,COMPUTER SCIENCE,GST 209,200 Level,3.57,3.57,6,11,4,40,61,4.0,3.78,Second Class Upper,Second Class Upper
Tunde Lawal,250501857,CYBERSECURITY,MTH 223,200 Level,2.62,2.62,2,15,4,15,36,0.0,1.31,Pass,Fail
Tunde Lawal,250502560,ICT,MTH 223,200 Level,2.09,2.09,8,19,5,10,42,1.0,1.54,Third Class,Pass
Tunde Lawal,250502980,CYBERSECURITY,CSC 201,200 Level,1.34,1.34,10,3,8,30,51,3.0,2.17,Third Class,Second Class Lower
Tunde Madu,250502031,CYBERSECURITY,CHM 207,200 Level,3.18,3.18,8,13,4,24,49,2.0,2.59,Second Class Lower,Third Class
Tunde Madu,250501168,COMPUTER SCIENCE,GST 211,200 Level,0.68,0.68,4,6,5,5,20,0.0,0.34,Fail,Fail
Tunde Musa,250501507,ICT,GST 209,200 Level,4.2,4.2,4,11,8,19,42,1.0,2.6,Second Class Lower,Third Class
Tunde Musa,250502892,COMPUTER SCIENCE,PHY 205,200 Level,4.1,4.1,5,17,8,43,73,5.0,4.55,First Class,First Class
Tunde Nwachukwu,250501802,COMPUTER SCIENCE,CHM 207,200 Level,3.09,3.09,6,5,5,25,41,1.0,2.04,Third Class,Pass
Tunde Nwachukwu,250501193,CYBERSECURITY,CHM 201,200 Level,3.35,3.35,3,2,4,24,33,0.0,1.68,Third Class,Fail
Tunde Nwosu,250502687,ICT,GST 209,200 Level,2.69,2.69,8,13,9,60,90,5.0,3.84,Second Class Upper,First Class
Tunde Nwosu,250502046,ICT,PHY 205,200 Level,1.55,1.55,7,19,3,51,80,5.0,3.28,Second Class Lower,Second Class Upper
Tunde Obi,250501031,ICT,PHY 205,200 Level,1.27,1.27,4,17,0,37,58,3.0,2.13,Third Class,Second Class Lower
Tunde Obi,250502626,CYBERSECURITY,CHM 201,200 Level,1.4,1.4,10,4,8,41,63,4.0,2.7,Second Class Lower,Second Class Lower
Tunde Okafor,250502339,COMPUTER SCIENCE,GST 209,200 Level,0.64,0.64,8,16,4,31,59,3.0,1.82,Third Class,Second Class Lower
Tunde Okonkwo,250502822,COMPUTER SCIENCE,MTH 223,200 Level,3.27,3.27,2,11,7,25,45,2.0,2.64,Second Class Lower,Third Class
Tunde Okonkwo,250502016,CYBERSECURITY,GST 211,200 Level,1.31,1.31,6,3,3,43,55,3.0,2.16,Third Class,Second Class Lower
Tunde Okonkwo,250501928,COMPUTER SCIENCE,GST 209,200 Level,3.35,3.35,5,20,4,60,89,5.0,4.18,Second Class Upper,First Class
Tunde Okonkwo,250502426,CYBERSECURITY,CHM 207,200 Level,0.52,0.52,8,12,1,17,38,0.0,0.26,Fail,Fail
Tunde Okoro,250501754,CYBERSECURITY,GST 211,200 Level,1.13,1.13,8,19,7,49,83,5.0,3.06,Second Class Lower,Second Class Upper
Tunde Okoro,250501490,CYBERSECURITY,PHY 205,200 Level,2.55,2.55,3,4,0,57,64,4.0,3.28,Second Class Lower,Second Class Upper
Tunde Okoro,250501466,CYBERSECURITY,CSC 201,200 Level,1.79,1.79,4,16,1,38,59,3.0,2.4,Third Class,Second Class Lower
Tunde Peters,250502349,ICT,CHM 207,200 Level,0.68,0.68,0,10,9,30,49,2.0,1.34,Pass,Third Class
Tunde Raji,250502774,CYBERSECURITY,PHY 205,200 Level,4.04,4.04,8,5,1,43,57,3.0,3.52,Second Class Upper,Second Class Lower
Tunde Raji,250502850,COMPUTER SCIENCE,CSC 201,200 Level,1.79,1.79,3,1,9,11,24,0.0,0.9,Fail,Fail
Tunde Raji,250501001,ICT,MTH 223,200 Level,4.78,4.78,2,9,9,19,39,0.0,2.39,Third Class,Fail
Tunde Raji,250501893,CYBERSECURITY,CSC 201,200 Level,2.29,2.29,5,19,10,13,47,2.0,2.14,Third Class,Third Class
Tunde Usman,250502768,COMPUTER SCIENCE,CHM 207,200 Level,2.19,2.19,6,0,10,60,76,5.0,3.6,Second Class Upper,Second Class Upper
Tunde Usman,250501483,ICT,CHM 201,200 Level,3.32,3.32,1,20,4,41,66,4.0,3.66,Second Class Upper,Second Class Upper
Yusuf Adeola,250501474,CYBERSECURITY,GST 211,200 Level,2.87,2.87,8,5,10,58,81,5.0,3.94,Second Class Upper,First Class
Yusuf Adeyemi,250502624,COMPUTER SCIENCE,MTH 201,200 Level,1.29,1.29,3,18,7,31,59,3.0,2.14,Third Class,Second Class Lower
Yusuf Adeyemi,250502102,COMPUTER SCIENCE,CHM 207,200 Level,4.48,4.48,5,17,0,50,72,5.0,4.74,First Class,First Class
Yusuf Afolabi,250502209,COMPUTER SCIENCE,GST 209,200 Level,4.99,4.99,2,0,9,48,59,3.0,4.0,Second Class Upper,Second Class Lower
Yusuf Afolabi,250501526,COMPUTER SCIENCE,CHM 201,200 Level,2.37,2.37,2,5,0,47,54,3.0,2.68,Second Class Lower,Second Class Lower
Yusuf Afolabi,250501164,ICT,CHM 201,200 Level,0.91,0.91,6,11,2,1,20,0.0,0.46,Fail,Fail
Yusuf Babatunde,250502453,CYBERSECURITY,PHY 201,200 Level,3.07,3.07,1,13,6,29,49,2.0,2.54,Second Class Lower,Third Class
Yusuf Babatunde,250501294,CYBERSECURITY,MTH 201,200 Level,1.07,1.07,2,20,1,43,66,4.0,2.54,Second Class Lower,Second Class Lower
Yusuf Chukwu,250502328,COMPUTER SCIENCE,GST 209,200 Level,3.46,3.46,10,15,4,34,63,4.0,3.73,Second Class Upper,Second Class Upper
Yusuf Chukwu,250502108,ICT,GST 211,200 Level,3.63,3.63,10,5,5,17,37,0.0,1.82,Third Class,Fail
Yusuf Danladi,250502707,CYBERSECURITY,MTH 201,200 Level,1.47,1.47,6,18,6,3,33,0.0,0.74,Fail,Fail
Yusuf Dikko,250502973,CYBERSECURITY,CHM 207,200 Level,2.83,2.83,4,15,5,32,56,3.0,2.92,Second Class Lower,Second Class Lower
Yusuf Dikko,250502124,CYBERSECURITY,CHM 207,200 Level,3.45,3.45,7,0,2,40,49,2.0,2.72,Second Class Lower,Third Class
Yusuf Dikko,250501298,ICT,MTH 201,200 Level,3.3,3.3,2,17,1,39,59,3.0,3.15,Second Class Lower,Second Class Lower
Yusuf Dikko,250502268,CYBERSECURITY,GST 209,200 Level,3.2,3.2,3,18,1,27,49,2.0,2.6,Second Class Lower,Third Class
Yusuf Ejike,250502543,CYBERSECURITY,PHY 201,200 Level,1.65,1.65,10,10,7,0,27,0.0,0.82,Fail,Fail
Yusuf Eze,250502717,COMPUTER SCIENCE,CSC 201,200 Level,3.63,3.63,5,14,4,53,76,5.0,4.31,Second Class Upper,First Class
Yusuf Fashola,250501291,CYBERSECURITY,GST 209,200 Level,0.67,0.67,6,10,8,13,37,0.0,0.34,Fail,Fail
Yusuf Gana,250501480,CYBERSECURITY,GST 209,200 Level,3.33,3.33,2,14,3,29,48,2.0,2.66,Second Class Lower,Third Class
Yusuf Gana,250501038,COMPUTER SCIENCE,MTH 223,200 Level,3.58,3.58,4,19,1,16,40,1.0,2.29,Third Class,Third Class
Yusuf Gana,250501503,CYBERSECURITY,MTH 201,200 Level,4.16,4.16,0,14,7,45,66,4.0,4.08,Second Class Upper,Second Class Upper
Yusuf Gana,250502465,COMPUTER SCIENCE,GST 211,200 Level,0.72,0.72,0,5,8,56,69,4.0,2.36,Third Class,Second Class Lower
Yusuf Garba,250502767,COMPUTER SCIENCE,CHM 201,200 Level,2.64,2.64,0,19,7,10,36,0.0,1.32,Pass,Fail
Yusuf Garba,250501683,ICT,GST 211,200 Level,3.51,3.51,7,15,2,48,72,5.0,4.26,Second Class Upper,First Class
Yusuf Hassan,250502212,CYBERSECURITY,MTH 223,200 Level,1.24,1.24,6,15,0,38,59,3.0,2.12,Third Class,Second Class Lower
Yusuf Hassan,250501402,COMPUTER SCIENCE,MTH 223,200 Level,2.77,2.77,2,4,9,23,38,0.0,1.38,Pass,Fail
Yusuf Hassan,250501713,ICT,CHM 201,200 Level,2.35,2.35,1,12,10,1,24,0.0,1.18,Pass,Fail
Yusuf Kalu,250501282,ICT,MTH 201,200 Level,2.19,2.19,2,7,2,13,24,0.0,1.1,Pass,Fail
Yusuf Kalu,250502093,CYBERSECURITY,GST 209,200 Level,2.81,2.81,8,15,1,22,46,2.0,2.41,Third Class,Third Class
Yusuf Kalu,250502792,CYBERSECURITY,GST 211,200 Level,2.8,2.8,8,2,8,53,71,5.0,3.9,Second Class Upper,First Class
Yusuf Madu,250502542,COMPUTER SCIENCE,PHY 205,200 Level,3.05,3.05,1,8,0,56,65,4.0,3.52,Second Class Upper,Second Class Upper
Yusuf Madu,250501473,ICT,PHY 201,200 Level,4.51,4.51,2,12,9,9,32,0.0,2.26,Third Class,Fail
Yusuf Madu,250502005,ICT,GST 209,200 Level,3.46,3.46,7,13,4,14,38,0.0,1.73,Third Class,Fail
Yusuf Madu,250502097,COMPUTER SCIENCE,GST 209,200 Level,1.34,1.34,6,10,8,15,39,0.0,0.67,Fail,Fail
Yusuf Madu,250501957,CYBERSECURITY,GST 209,200 Level,0.71,0.71,7,19,5,32,63,4.0,2.36,Third Class,Second Class Lower
Yusuf Madu,250502906,COMPUTER SCIENCE,GST 211,200 Level,4.81,4.81,4,16,9,3,32,0.0,2.4,Third Class,Fail
Yusuf Madu,250502970,COMPUTER SCIENCE,MTH 223,200 Level,0.61,0.61,9,1,3,24,37,0.0,0.3,Fail,Fail
Yusuf Musa,250501398,COMPUTER SCIENCE,PHY 201,200 Level,3.88,3.88,9,19,0,17,45,2.0,2.94,Second Class Lower,Third Class
Yusuf Nwachukwu,250502037,CYBERSECURITY,CSC 201,200 Level,3.76,3.76,7,19,1,4,31,0.0,1.88,Third Class,Fail
Yusuf Nwachukwu,250502711,ICT,MTH 201,200 Level,0.78,0.78,4,0,3,24,31,0.0,0.39,Fail,Fail
Yusuf Nwachukwu,250501486,CYBERSECURITY,GST 209,200 Level,0.7,0.7,8,4,4,50,66,4.0,2.35,Third Class,Second Class Lower
Yusuf Nwosu,250501718,ICT,GST 209,200 Level,1.06,1.06,5,14,3,53,75,5.0,3.03,Second Class Lower,Second Class Upper
Yusuf Nwosu,250502585,COMPUTER SCIENCE,GST 209,200 Level,1.11,1.11,9,12,5,41,67,4.0,2.56,Second Class Lower,Second Class Lower
Yusuf Nwosu,250501792,COMPUTER SCIENCE,PHY 201,200 Level,2.78,2.78,4,2,10,48,64,4.0,3.39,Second Class Lower,Second Class Upper
Yusuf Obi,250501271,ICT,CSC 201,200 Level,4.15,4.15,10,2,9,21,42,1.0,2.58,Second Class Lower,Third Class
Yusuf Obi,250502099,ICT,CHM 207,200 Level,2.08,2.08,5,11,5,12,33,0.0,1.04,Pass,Fail
Yusuf Obi,250501395,COMPUTER SCIENCE,GST 209,200 Level,4.69,4.69,10,5,6,49,70,5.0,4.85,First Class,First Class
Yusuf Obi,250502548,COMPUTER SCIENCE,MTH 223,200 Level,0.7,0.7,10,3,10,10,33,0.0,0.35,Fail,Fail
Yusuf Okafor,250502683,COMPUTER SCIENCE,CSC 201,200 Level,4.2,4.2,6,19,1,50,76,5.0,4.6,First Class,First Class
Yusuf Okonkwo,250502221,ICT,GST 209,200 Level,1.18,1.18,1,13,1,18,33,0.0,0.59,Fail,Fail
Yusuf Okonkwo,250502262,COMPUTER SCIENCE,GST 211,200 Level,1.9,1.9,9,11,9,40,69,4.0,2.95,Second Class Lower,Second Class Upper
Yusuf Okonkwo,250502182,COMPUTER SCIENCE,PHY 205,200 Level,3.35,3.35,9,7,7,13,36,0.0,1.68,Third Class,Fail
Yusuf Okonkwo,250501403,COMPUTER SCIENCE,GST 209,200 Level,4.22,4.22,7,5,8,1,21,0.0,2.11,Third Class,Fail
Yusuf Okonkwo,250501612,CYBERSECURITY,MTH 201,200 Level,3.33,3.33,4,14,7,5,30,0.0,1.66,Third Class,Fail
Yusuf Okoro,250502018,CYBERSECURITY,MTH 223,200 Level,4.62,4.62,7,16,4,28,55,3.0,3.81,Second Class Upper,Second Class Lower
Yusuf Okoro,250501517,COMPUTER SCIENCE,GST 209,200 Level,4.15,4.15,1,7,8,21,37,0.0,2.08,Third Class,Fail
Yusuf Okoro,250502359,COMPUTER SCIENCE,CHM 207,200 Level,3.17,3.17,3,2,4,51,60,4.0,3.58,Second Class Upper,Second Class Upper
Yusuf Okoro,250502332,CYBERSECURITY,CHM 201,200 Level,1.53,1.53,9,20,1,51,81,5.0,3.26,Second Class Lower,Second Class Upper
Yusuf Peters,250501134,CYBERSECURITY,PHY 205,200 Level,4.74,4.74,4,15,1,30,50,3.0,3.87,Second Class Upper,Second Class Lower
Yusuf Raji,250501452,ICT,GST 211,200 Level,2.41,2.41,7,0,3,15,25,0.0,1.2,Pass,Fail
Yusuf Raji,250502216,ICT,PHY 205,200 Level,0.87,0.87,4,17,0,14,35,0.0,0.44,Fail,Fail
Yusuf Raji,250502515,CYBERSECURITY,CSC 201,200 Level,0.53,0.53,10,10,7,2,29,0.0,0.26,Fail,Fail
Yusuf Usman,250501827,ICT,MTH 201,200 Level,2.06,2.06,8,1,9,31,49,2.0,2.03,Third Class,Third Class
Zainab Adeola,250502094,ICT,GST 211,200 Level,1.54,1.54,1,6,9,22,38,0.0,0.77,Fail,Fail
Zainab Adeola,250502170,CYBERSECURITY,MTH 223,200 Level,3.28,3.28,9,2,3,13,27,0.0,1.64,Third Class,Fail
Zainab Adeola,250501439,COMPUTER SCIENCE,MTH 223,200 Level,0.87,0.87,2,12,2,10,26,0.0,0.44,Fail,Fail
Zainab Adeola,250502948,COMPUTER SCIENCE,CHM 207,200 Level,1.98,1.98,2,12,0,56,70,5.0,3.49,Second Class Lower,Second Class Upper
Zainab Adeyemi,250501687,ICT,GST 209,200 Level,1.76,1.76,8,12,10,10,40,1.0,1.38,Pass,Pass
Zainab Adeyemi,250501351,COMPUTER SCIENCE,GST 211,200 Level,4.35,4.35,0,11,7,37,55,3.0,3.68,Second Class Upper,Second Class Lower
Zainab Adeyemi,250501744,CYBERSECURITY,CHM 207,200 Level,1.54,1.54,7,9,2,47,65,4.0,2.77,Second Class Lower,Second Class Upper
Zainab Adeyemi,250502514,CYBERSECURITY,CSC 201,200 Level,1.38,1.38,4,2,5,56,67,4.0,2.69,Second Class Lower,Second Class Lower
Zainab Babatunde,250502215,COMPUTER SCIENCE,MTH 223,200 Level,1.49,1.49,4,16,5,51,76,5.0,3.24,Second Class Lower,Second Class Upper
Zainab Bello,250501338,COMPUTER SCIENCE,MTH 201,200 Level,2.63,2.63,1,7,3,47,58,3.0,2.82,Second Class Lower,Second Class Lower
Zainab Bello,250502709,COMPUTER SCIENCE,PHY 201,200 Level,3.43,3.43,6,9,1,51,67,4.0,3.72,Second Class Upper,Second Class Upper
Zainab Chukwu,250502310,CYBERSECURITY,GST 211,200 Level,0.86,0.86,3,10,9,7,29,0.0,0.43,Fail,Fail
Zainab Chukwu,250502773,CYBERSECURITY,PHY 201,200 Level,4.8,4.8,10,17,9,41,77,5.0,4.9,First Class,First Class
Zainab Chukwu,250501610,COMPUTER SCIENCE,MTH 223,200 Level,0.68,0.68,1,9,0,50,60,4.0,2.34,Third Class,Second Class Lower
Zainab Danladi,250502995,ICT,PHY 201,200 Level,3.46,3.46,2,15,9,33,59,3.0,3.23,Second Class Lower,Second Class Lower
Zainab Danladi,250501354,COMPUTER SCIENCE,GST 211,200 Level,0.82,0.82,0,15,6,41,62,4.0,2.41,Third Class,Second Class Lower
Zainab Danladi,250501856,CYBERSECURITY,PHY 201,200 Level,0.66,0.66,2,13,5,16,36,0.0,0.33,Fail,Fail
Zainab Danladi,250502871,CYBERSECURITY,GST 211,200 Level,1.46,1.46,9,12,5,52,78,5.0,3.23,Second Class Lower,Second Class Upper
Zainab Danladi,250501077,ICT,MTH 223,200 Level,0.83,0.83,0,7,7,5,19,0.0,0.42,Fail,Fail
Zainab Eze,250502593,ICT,CHM 207,200 Level,0.97,0.97,9,6,10,12,37,0.0,0.48,Fail,Fail
Zainab Fashola,250501289,CYBERSECURITY,MTH 223,200 Level,3.16,3.16,9,10,6,34,59,3.0,3.08,Second Class Lower,Second Class Lower
Zainab Fashola,250502369,CYBERSECURITY,MTH 201,200 Level,1.57,1.57,2,12,4,54,72,5.0,3.28,Second Class Lower,Second Class Upper
Zainab Fashola,250502375,COMPUTER SCIENCE,MTH 223,200 Level,4.42,4.42,2,18,7,55,82,5.0,4.71,First Class,First Class
Zainab Fashola,250501297,CYBERSECURITY,MTH 223,200 Level,1.47,1.47,9,5,4,16,34,0.0,0.74,Fail,Fail
Zainab Fashola,250501941,COMPUTER SCIENCE,CSC 201,200 Level,2.99,2.99,9,4,2,57,72,5.0,4.0,Second Class Upper,First Class
Zainab Fashola,250502727,CYBERSECURITY,MTH 201,200 Level,4.99,4.99,1,20,6,21,48,2.0,3.5,Second Class Upper,Second Class Lower
Zainab Gana,250502604,ICT,MTH 201,200 Level,0.81,0.81,5,2,2,32,41,1.0,0.9,Fail,Fail
Zainab Gana,250501606,CYBERSECURITY,MTH 223,200 Level,1.43,1.43,4,17,5,59,85,5.0,3.22,Second Class Lower,Second Class Upper
Zainab Gana,250502823,COMPUTER SCIENCE,CSC 201,200 Level,3.99,3.99,2,15,1,5,23,0.0,2.0,Third Class,Fail
Zainab Gana,250502776,COMPUTER SCIENCE,GST 209,200 Level,3.6,3.6,2,0,7,42,51,3.0,3.3,Second Class Lower,Second Class Lower
Zainab Garba,250502634,ICT,MTH 223,200 Level,4.67,4.67,3,3,7,1,14,0.0,2.34,Third Class,Fail
Zainab Garba,250502699,CYBERSECURITY,CHM 201,200 Level,2.97,2.97,6,16,6,34,62,4.0,3.49,Second Class Lower,Second Class Upper
Zainab Garba,250502957,COMPUTER SCIENCE,PHY 205,200 Level,2.4,2.4,2,9,3,11,25,0.0,1.2,Pass,Fail
