full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category
Nkechi Suleiman,STU/2019/1226,17,Male,Undergraduate,200,64.4,0.0,80.0,59.7,2.81,17.7,88.9,52.6,Low,1 Activity,52.1,Average
Emeka Aliyu,STU/2021/1227,23,Male,Undergraduate,400,48.3,50.6,95.8,76.0,3.81,31.2,81.3,70.7,Low,1 Activity,70.0,Good
Nkechi Aliyu,STU/2020/1228,25,Male,Postgraduate,200,86.3,62.2,64.6,48.2,2.31,28.3,43.2,88.9,Low,1 Activity,63.6,Good
Rasheed Onyekwere,STU/2022/1229,20,Female,Undergraduate,400,79.5,70.9,57.9,61.8,3.36,6.5,61.5,33.5,Low,None,58.4,Average
Sandra Adeyemi,STU/2020/1230,22,Female,Undergraduate,200,78.5,63.5,35.0,77.8,3.46,30.1,56.0,70.3,Medium,1 Activity,62.3,Good
Grace Eze,STU/2022/1231,25,Male,Undergraduate,200,25.1,49.1,60.4,55.3,3.22,8.4,39.7,84.4,Low,1 Activity,51.5,Average
Sandra Nwosu,STU/2022/1232,27,Male,Postgraduate,200,62.5,88.9,52.4,50.6,5.0,16.6,58.1,73.9,High,1 Activity,69.0,Good
Sandra Nwachukwu,STU/2022/1233,17,Female,Undergraduate,400,59.4,39.4,70.6,34.4,2.28,2.4,43.9,83.1,Medium,2+ Activities,53.6,Average
Halima Anikulapo,STU/2023/1234,28,Female,Undergraduate,100,54.8,53.1,32.6,58.4,4.38,22.3,79.5,49.1,Medium,1 Activity,54.5,Average
Ngozi Eze,STU/2018/1235,23,Male,Undergraduate,100,64.5,38.6,56.1,78.1,3.42,11.5,49.7,84.7,Medium,None,53.5,Average
Gbemi Bello,STU/2023/1236,17,Female,Undergraduate,500,51.7,58.4,23.5,50.2,3.82,4.8,100.0,45.5,Medium,1 Activity,47.8,Pass
Sola Eze,STU/2020/1237,19,Female,Undergraduate,100,75.9,86.6,61.8,65.3,3.31,23.5,53.1,61.1,Low,2+ Activities,68.4,Good
Fatima Chukwu,STU/2023/1238,16,Male,Postgraduate,300,85.8,55.5,68.5,61.2,4.69,25.5,57.8,50.0,Medium,None,65.4,Good
Usman Nwachukwu,STU/2021/1239,20,Female,Undergraduate,300,84.2,55.6,22.6,53.7,2.71,25.8,68.2,50.8,High,1 Activity,60.8,Good
Amina Ibrahim,STU/2019/1240,24,Male,Undergraduate,200,69.5,27.5,28.2,79.2,3.45,1.8,75.9,25.6,Medium,None,47.0,Pass
Abdul Okeke,STU/2021/1241,16,Female,Undergraduate,300,100.0,52.8,29.1,92.9,4.17,26.6,,20.6,Low,None,56.9,Average
Chidinma Adeleke,STU/2023/1242,24,Female,Postgraduate,100,92.5,78.7,51.4,82.1,2.5,11.6,67.7,83.5,High,2+ Activities,67.4,Good
Grace Mohammed,STU/2020/1243,26,Female,Undergraduate,300,70.2,53.5,27.1,53.2,3.9,30.4,59.6,24.0,Low,2+ Activities,58.1,Average
Musa Adeyemi,STU/2019/1244,23,Female,Undergraduate,200,63.3,52.3,82.6,98.9,2.98,19.0,35.5,65.0,Medium,1 Activity,61.9,Good
Usman Adeleke,STU/2021/1245,21,Male,Undergraduate,300,96.1,77.9,63.7,82.0,1.89,16.0,28.8,34.0,Medium,1 Activity,58.9,Average
Grace Abubakar,STU/2019/1246,22,Female,Undergraduate,100,90.1,52.4,67.0,57.2,1.69,14.1,72.5,43.0,Medium,2+ Activities,55.8,Average
Dauda Danjuma,STU/2020/1247,18,Female,Undergraduate,300,46.6,81.3,23.2,51.8,2.92,13.9,92.9,73.7,High,2+ Activities,50.9,Average
Sola Eze,STU/2022/1248,29,Male,Undergraduate,100,91.5,34.9,80.9,84.1,3.89,,14.2,63.2,High,1 Activity,57.9,Average
Biodun Suleiman,STU/2020/1249,16,Female,Undergraduate,200,69.2,70.2,68.0,68.0,1.13,5.5,19.1,57.5,Medium,1 Activity,47.1,Pass
Ngozi Onyekwere,STU/2018/1250,20,Female,Undergraduate,100,56.5,87.6,41.4,50.5,3.18,11.1,18.9,82.9,Low,1 Activity,54.7,Average
Femi Bello,STU/2019/1251,29,Male,Undergraduate,100,36.4,76.1,24.2,62.5,3.8,23.5,74.4,54.2,High,None,56.9,Average
Mercy Bello,STU/2020/1252,27,Female,Undergraduate,400,67.2,24.4,53.5,58.1,1.85,2.8,76.5,84.6,Medium,1 Activity,43.7,Pass
Babatunde Bello,STU/2022/1253,27,Female,Undergraduate,200,71.8,46.5,45.7,51.0,2.43,24.7,30.6,38.6,Low,2+ Activities,48.0,Pass
Bello Danjuma,STU/2022/1254,17,Male,Postgraduate,500,100.0,53.6,46.5,82.2,3.52,15.1,100.0,36.2,Medium,2+ Activities,65.0,Good
Sola Ibrahim,STU/2020/1255,29,Female,HND,500,89.2,76.2,40.9,78.3,3.76,20.3,,57.2,Low,2+ Activities,59.2,Average
Chidinma Okeke,STU/2021/1256,20,Male,HND,300,61.5,34.0,69.4,79.3,4.44,20.7,90.9,60.1,Low,None,65.8,Good
Wale Garba,STU/2020/1257,23,Male,HND,100,79.0,39.7,3.0,79.0,2.47,21.4,75.2,42.8,High,1 Activity,47.7,Pass
Fatima Fashola,STU/2022/1258,26,Male,Undergraduate,200,86.9,29.1,83.6,49.4,2.27,14.2,31.0,54.5,Medium,None,54.8,Average
Femi Lawal,STU/2020/1259,24,Female,Postgraduate,400,73.5,43.1,75.0,54.7,4.49,14.4,44.5,87.3,Low,None,63.2,Good
Aisha Bakare,STU/2018/1260,17,Female,Undergraduate,200,61.4,35.5,59.2,89.8,2.32,21.2,33.2,52.1,Medium,2+ Activities,63.8,Good
Bello Adeyemi,STU/2021/1261,27,Male,Undergraduate,100,62.4,86.8,52.1,66.8,3.46,5.7,21.4,21.3,High,1 Activity,53.9,Average
Yusuf Chukwu,STU/2020/1262,18,Male,Undergraduate,300,78.9,46.3,76.7,40.0,4.96,,48.7,25.1,Low,2+ Activities,55.0,Average
Amina Adeleke,STU/2022/1263,18,Female,Undergraduate,400,79.4,70.4,54.2,68.7,3.68,10.3,25.0,100.0,Medium,None,67.9,Good
Sandra Onyekwere,STU/2020/1264,16,Male,Postgraduate,400,66.7,58.3,49.4,76.1,3.7,16.3,50.6,89.0,High,1 Activity,63.4,Good
Emeka Nwosu,STU/2020/1265,23,Female,Undergraduate,100,24.9,58.1,77.8,73.9,4.15,29.4,100.0,51.3,Low,1 Activity,64.4,Good
Anthonia Fashola,STU/2019/1266,21,Female,Undergraduate,300,48.8,47.4,96.9,49.1,3.47,14.4,72.4,76.2,Medium,None,58.9,Average
Dauda Nwachukwu,STU/2020/1267,27,Male,HND,100,83.2,71.9,35.6,97.1,3.71,30.0,41.1,65.2,Low,None,63.1,Good
Biodun Bakare,STU/2018/1268,28,Female,Undergraduate,100,33.6,60.8,63.5,39.5,2.69,18.1,,85.4,Medium,None,49.1,Pass
Ike Obi,STU/2022/1269,23,Male,Undergraduate,400,93.3,59.7,33.3,66.9,4.04,10.4,45.0,38.6,High,1 Activity,51.4,Average
Usman Obi,STU/2023/1270,26,Female,HND,100,90.7,47.3,65.0,94.5,3.37,23.2,100.0,39.1,Low,2+ Activities,71.6,Good
Tunde Bakare,STU/2019/1271,24,Female,Undergraduate,200,72.7,50.3,39.4,75.1,1.67,12.1,27.8,86.4,High,2+ Activities,42.6,Pass
Loveth Mohammed,STU/2023/1272,20,Female,Undergraduate,100,82.8,68.6,79.2,79.2,3.22,16.0,55.0,30.1,High,2+ Activities,64.6,Good
Biodun Mohammed,STU/2020/1273,29,Male,Undergraduate,400,,62.1,53.0,47.1,1.05,3.3,66.6,61.4,Medium,2+ Activities,48.4,Pass
Stella Nwosu,STU/2021/1274,27,Female,Undergraduate,400,69.9,60.2,55.9,70.9,3.64,1.9,85.4,59.1,Medium,2+ Activities,69.2,Good
Sandra Ibrahim,STU/2018/1275,29,Male,HND,300,47.3,44.4,87.6,64.4,2.79,,46.7,75.7,Low,1 Activity,57.0,Average
Abdul Adeleke,STU/2018/1276,18,Male,Undergraduate,400,89.4,93.0,40.3,45.8,4.71,22.8,30.9,62.8,High,1 Activity,66.1,Good
Yusuf Nwachukwu,STU/2018/1277,20,Male,Undergraduate,100,97.3,49.4,68.7,79.7,3.44,,62.2,57.4,Medium,1 Activity,63.5,Good
Uche Bello,STU/2019/1278,20,Female,Undergraduate,200,50.2,57.5,42.3,51.1,3.83,7.5,87.9,52.4,Medium,2+ Activities,56.7,Average
Stella Okeke,STU/2020/1279,20,Female,Undergraduate,200,46.6,54.6,78.9,53.1,2.06,25.7,48.2,40.1,Medium,None,65.3,Good
Ngozi Nwosu,STU/2018/1280,18,Female,HND,100,69.5,93.2,90.7,72.4,3.62,24.5,34.0,56.7,Medium,None,74.5,Good
Gbenga Adeleke,STU/2020/1281,26,Female,Undergraduate,200,60.7,52.8,49.7,62.6,2.42,10.1,57.8,83.3,High,2+ Activities,52.0,Average
Precious Chukwu,STU/2021/1282,29,Male,Undergraduate,500,74.6,51.1,11.1,67.9,3.98,,14.4,54.3,Medium,None,40.6,Pass
Mary Chukwu,STU/2020/1283,25,Female,Undergraduate,100,93.7,60.1,41.2,61.5,1.99,21.6,49.5,88.1,High,2+ Activities,59.6,Average
Biodun Danjuma,STU/2023/1284,29,Male,Undergraduate,200,31.6,45.5,100.0,89.0,3.1,23.1,84.5,74.6,Medium,1 Activity,62.4,Good
Ahmed Onyekwere,STU/2020/1285,19,Female,HND,100,100.0,60.0,43.2,49.3,1.96,31.3,76.9,69.5,Low,None,52.9,Average
Biodun Onyekwere,STU/2020/1286,24,Female,Undergraduate,100,64.7,100.0,90.4,57.1,3.11,,51.4,56.8,High,1 Activity,75.1,Excellent
Lanre Mohammed,STU/2022/1287,28,Female,Undergraduate,500,81.2,63.4,42.9,73.2,4.82,0.0,,47.4,Medium,2+ Activities,61.7,Good
Kayode Adeleke,STU/2023/1288,25,Female,Undergraduate,200,83.1,62.7,42.4,48.2,3.65,16.6,100.0,93.6,Medium,None,59.4,Average
Blessing Aliyu,STU/2019/1289,24,Male,Postgraduate,200,85.2,45.1,70.6,47.5,2.97,,71.6,75.9,High,2+ Activities,60.7,Good
Wale Nwosu,STU/2020/1290,17,Male,Undergraduate,400,73.1,88.8,68.2,67.3,0.78,15.2,18.3,57.2,Low,2+ Activities,54.3,Average
Ruth Aliyu,STU/2018/1291,23,Female,HND,100,77.3,92.9,72.0,79.7,2.52,14.7,8.0,94.0,Medium,None,61.1,Good
Tunde Anikulapo,STU/2022/1292,23,Male,Undergraduate,200,77.2,73.3,55.1,82.0,3.43,9.3,89.6,72.6,Low,None,66.8,Good
Grace Lawal,STU/2020/1293,22,Male,HND,200,60.7,69.8,75.7,66.6,2.54,5.8,61.1,31.6,Medium,None,61.4,Good
Ahmed Adeleke,STU/2022/1294,23,Male,Undergraduate,300,40.4,53.8,74.2,53.6,4.28,,95.9,51.5,High,None,57.5,Average
Wale Adeleke,STU/2019/1295,29,Female,Undergraduate,500,50.1,65.0,78.0,69.7,3.06,11.3,21.5,74.5,High,None,56.9,Average
Amina Mohammed,STU/2022/1296,18,Male,Undergraduate,400,70.1,43.0,42.5,74.6,3.97,12.9,51.0,90.2,Medium,1 Activity,52.1,Average
Usman Bello,STU/2018/1297,28,Male,Undergraduate,200,57.8,37.7,75.7,69.5,3.18,14.8,,100.0,High,1 Activity,63.7,Good
Halima Nwachukwu,STU/2020/1298,21,Female,HND,400,57.9,31.2,44.6,86.0,2.75,18.7,36.8,60.5,High,2+ Activities,59.2,Average
Patience Garba,STU/2018/1299,16,Female,Postgraduate,100,100.0,65.4,51.9,47.8,2.58,11.5,80.4,72.3,Medium,None,62.2,Good
Wale Mohammed,STU/2021/1300,22,Male,Undergraduate,100,87.5,33.2,51.4,53.2,2.09,24.2,51.9,47.8,Low,1 Activity,49.0,Pass
Chioma Eze,STU/2022/1301,16,Male,Undergraduate,100,,49.0,35.0,83.6,3.99,13.7,,42.3,Medium,1 Activity,58.5,Average
Stella Nwosu,STU/2022/1302,24,Male,Undergraduate,200,84.1,56.9,20.3,40.0,2.61,21.4,25.4,26.3,High,2+ Activities,42.1,Pass
Mercy Garba,STU/2022/1303,16,Male,Postgraduate,300,64.4,75.9,79.5,55.8,3.47,11.6,61.3,67.8,High,1 Activity,66.6,Good
Usman Abubakar,STU/2023/1304,16,Male,Undergraduate,300,74.0,47.6,41.0,52.6,2.53,,100.0,85.3,Medium,1 Activity,51.6,Average
Usman Fashola,STU/2019/1305,22,Female,Undergraduate,500,79.9,78.0,49.6,38.4,2.03,,64.7,75.5,High,2+ Activities,56.1,Average
Wale Onyekwere,STU/2023/1306,17,Female,Undergraduate,300,64.5,74.9,40.4,61.8,3.5,27.1,35.2,61.7,Low,None,60.9,Good
Chidinma Nwosu,STU/2018/1307,29,Female,Undergraduate,300,59.7,38.7,49.9,77.7,2.33,8.4,89.9,84.5,Low,None,55.4,Average
Fatima Anikulapo,STU/2021/1308,20,Male,Undergraduate,100,94.0,78.2,44.9,67.7,2.64,10.4,36.0,100.0,High,1 Activity,63.5,Good
Uche Adeyemi,STU/2019/1309,23,Female,Undergraduate,100,83.1,52.9,80.6,78.6,1.88,12.0,98.0,43.4,Low,2+ Activities,64.5,Good
Abdul Onyekwere,STU/2019/1310,23,Male,Undergraduate,300,31.4,49.0,43.2,85.3,2.56,33.8,,11.5,Low,None,44.6,Pass
Rasheed Mohammed,STU/2020/1311,18,Female,HND,200,60.0,53.0,89.3,58.4,3.02,12.3,61.8,66.8,Medium,1 Activity,61.6,Good
Fatima Onyekwere,STU/2021/1312,22,Female,Undergraduate,400,57.9,57.9,77.8,100.0,2.74,7.4,93.2,81.7,Medium,1 Activity,69.7,Good
Dauda Nwosu,STU/2022/1313,18,Male,Undergraduate,100,60.8,50.5,45.5,59.1,3.74,24.4,,29.1,Medium,2+ Activities,51.9,Average
Wale Okafor,STU/2023/1314,21,Female,Undergraduate,100,87.5,42.9,61.4,61.4,3.13,14.5,57.1,76.7,Low,None,56.1,Average
Segun Okafor,STU/2022/1315,21,Male,Postgraduate,200,72.3,44.5,65.4,53.0,5.0,12.3,83.9,53.3,High,None,59.9,Average
Dauda Ofili,STU/2020/1316,18,Female,Undergraduate,100,47.0,60.5,71.8,74.3,3.38,9.1,0.0,66.7,High,1 Activity,56.1,Average
Anthonia Nwosu,STU/2023/1317,22,Male,Undergraduate,100,65.1,55.1,73.8,60.1,1.44,17.9,78.2,41.6,Medium,1 Activity,52.3,Average
Emeka Okafor,STU/2022/1318,18,Male,Undergraduate,400,81.8,67.5,58.7,63.7,2.81,22.5,52.8,40.4,Medium,1 Activity,60.2,Good
Ike Garba,STU/2018/1319,23,Female,Undergraduate,100,68.0,58.9,35.9,61.5,2.89,20.3,91.0,37.9,Medium,1 Activity,52.8,Average
Aisha Okeke,STU/2022/1320,25,Male,Undergraduate,300,60.4,59.4,67.8,61.1,2.45,10.2,34.3,73.4,Medium,2+ Activities,49.6,Pass
Adaeze Obi,STU/2023/1321,19,Female,Postgraduate,200,78.0,68.7,50.3,67.7,3.07,6.1,20.3,47.5,Medium,2+ Activities,66.5,Good
Yusuf Aliyu,STU/2018/1322,28,Male,HND,100,100.0,83.5,0.0,57.3,2.42,0.0,41.4,65.4,Medium,2+ Activities,45.0,Pass
Bello Okafor,STU/2020/1323,16,Female,Undergraduate,200,80.3,84.3,62.8,58.1,3.3,6.4,40.9,60.6,Medium,1 Activity,61.7,Good
Gbenga Onwudiwe,STU/2020/1324,19,Female,Undergraduate,400,95.4,82.1,40.3,83.2,1.28,11.0,49.8,36.4,Low,2+ Activities,57.5,Average
Dauda Adeleke,STU/2018/1325,29,Male,HND,200,61.6,73.7,45.8,60.0,4.03,13.5,43.3,61.5,Medium,None,55.5,Average
Gbemi Okeke,STU/2023/1326,22,Male,Undergraduate,400,71.8,95.5,55.1,71.5,1.58,11.8,4.8,64.7,Medium,1 Activity,57.3,Average
Uche Mohammed,STU/2023/1327,26,Male,Postgraduate,100,71.5,65.9,23.9,49.9,2.76,36.4,52.6,81.3,Medium,1 Activity,49.6,Pass
Rasheed Nwosu,STU/2022/1328,19,Male,Undergraduate,400,,63.9,57.8,57.4,2.34,17.9,,89.9,High,2+ Activities,62.0,Good
Babatunde Abubakar,STU/2020/1329,28,Male,HND,100,79.9,98.4,48.7,44.0,3.28,4.1,50.2,39.6,Medium,1 Activity,59.0,Average
Precious Nwachukwu,STU/2020/1330,21,Female,Postgraduate,300,55.5,8.9,37.5,96.5,2.84,,62.2,67.1,High,2+ Activities,52.4,Average
Mary Onwudiwe,STU/2018/1331,24,Female,HND,300,83.7,54.1,55.9,88.4,3.23,17.1,57.1,15.7,Low,2+ Activities,66.5,Good
Aisha Obi,STU/2020/1332,16,Female,Undergraduate,500,42.7,80.5,21.2,75.1,4.0,5.6,20.5,77.0,Medium,1 Activity,51.4,Average
Yusuf Lawal,STU/2022/1333,28,Female,Undergraduate,200,48.0,75.6,56.5,100.0,3.69,16.3,47.5,81.9,High,2+ Activities,69.7,Good
Musa Bakare,STU/2020/1334,20,Female,HND,100,100.0,100.0,64.4,78.1,3.03,18.2,57.8,6.6,Medium,None,76.1,Excellent
Amina Bakare,STU/2018/1335,26,Female,Undergraduate,100,62.8,59.9,61.1,62.1,3.41,,49.1,53.2,Medium,None,57.6,Average
Stella Okeke,STU/2022/1336,22,Male,Undergraduate,400,85.1,50.2,70.8,71.3,4.76,0.0,17.7,42.1,Medium,2+ Activities,64.6,Good
Rasheed Nwachukwu,STU/2021/1337,16,Female,Postgraduate,300,100.0,52.0,78.3,88.1,3.72,19.2,85.6,53.2,High,1 Activity,70.4,Good
Dauda Nwosu,STU/2018/1338,29,Female,Postgraduate,400,,63.7,53.4,50.0,2.74,,30.7,49.2,Medium,1 Activity,54.1,Average
Wale Okeke,STU/2021/1339,19,Female,HND,100,92.3,87.2,76.9,45.1,4.15,29.1,23.9,59.1,High,1 Activity,68.0,Good
Gbenga Mohammed,STU/2020/1340,21,Male,Undergraduate,200,,87.4,53.3,71.9,3.35,4.2,56.0,79.7,High,None,67.8,Good
Fatima Bello,STU/2022/1341,17,Male,Postgraduate,100,100.0,57.0,41.0,55.0,2.13,12.8,47.1,53.7,Medium,1 Activity,56.5,Average
Ruth Fashola,STU/2020/1342,25,Male,Postgraduate,500,50.7,62.6,47.1,26.6,2.84,13.6,70.0,40.3,Medium,1 Activity,42.8,Pass
Patience Obi,STU/2022/1343,20,Female,Undergraduate,300,98.1,47.0,60.3,43.9,1.67,19.4,76.8,56.0,Low,None,50.3,Average
Musa Nwosu,STU/2019/1344,26,Female,Undergraduate,500,58.7,48.9,76.7,59.7,0.94,12.7,73.0,54.9,Medium,None,48.9,Pass
Vivian Bakare,STU/2020/1345,25,Male,Undergraduate,200,91.0,76.8,55.0,65.8,2.15,8.3,55.0,58.3,Medium,1 Activity,63.9,Good
Lanre Danjuma,STU/2020/1346,16,Female,Undergraduate,300,71.4,86.8,41.5,66.3,3.11,15.7,68.8,47.4,High,1 Activity,56.4,Average
Anthonia Chukwu,STU/2020/1347,21,Male,HND,300,85.9,45.4,83.9,99.1,3.11,11.3,16.0,67.3,Medium,None,66.0,Good
Dauda Mohammed,STU/2023/1348,21,Male,Undergraduate,200,72.9,62.4,26.3,61.5,1.73,18.5,82.4,85.9,High,1 Activity,54.9,Average
Oluwaseun Chukwu,STU/2018/1349,28,Male,Postgraduate,400,38.9,53.6,41.7,69.7,0.86,7.5,44.9,34.6,Low,2+ Activities,42.3,Pass
Oluwaseun Bello,STU/2023/1350,19,Female,HND,500,15.8,73.5,72.9,37.4,4.32,5.8,100.0,69.0,Medium,1 Activity,63.2,Good
Gbemi Onwudiwe,STU/2022/1351,28,Female,Undergraduate,400,75.8,51.0,90.3,64.5,3.09,24.5,83.1,79.2,Medium,2+ Activities,60.0,Good
Adaeze Fashola,STU/2022/1352,23,Male,Postgraduate,400,67.3,23.3,64.6,70.7,4.4,32.2,50.1,51.3,Medium,2+ Activities,61.6,Good
Amina Okonkwo,STU/2022/1353,19,Female,Undergraduate,200,,76.1,60.0,41.6,4.35,28.6,55.5,85.0,High,None,64.8,Good
Ifeoma Okonkwo,STU/2018/1354,23,Male,HND,200,67.5,52.5,49.2,49.1,3.66,13.4,84.6,58.8,Low,None,48.2,Pass
Lanre Okeke,STU/2022/1355,28,Female,Undergraduate,500,100.0,54.4,66.0,73.3,3.05,22.4,,37.5,Low,1 Activity,55.2,Average
Amina Okafor,STU/2023/1356,23,Female,HND,100,76.1,65.8,57.6,55.7,2.64,8.5,51.0,34.6,Medium,1 Activity,61.3,Good
Loveth Lawal,STU/2023/1357,20,Female,Undergraduate,400,64.0,64.4,39.9,63.3,3.65,18.1,97.5,75.7,Medium,1 Activity,61.9,Good
Patience Aliyu,STU/2020/1358,28,Male,Undergraduate,400,78.1,66.2,48.8,74.2,2.86,,76.1,73.9,High,None,63.5,Good
Mary Ofili,STU/2021/1359,19,Female,Postgraduate,300,,28.7,37.7,99.6,2.47,24.1,34.1,91.3,High,1 Activity,56.8,Average
Gbenga Nwachukwu,STU/2019/1360,27,Female,Undergraduate,500,73.7,68.0,55.3,61.2,1.11,23.0,62.9,73.4,Low,None,48.8,Pass
Vivian Anikulapo,STU/2022/1361,28,Male,Undergraduate,200,,23.6,58.2,95.1,2.93,30.6,30.6,58.0,Medium,2+ Activities,55.3,Average
Fatima Mohammed,STU/2018/1362,17,Female,Undergraduate,200,71.8,71.9,87.7,31.7,3.99,12.2,,69.6,Medium,None,67.3,Good
Stella Danjuma,STU/2018/1363,26,Male,Postgraduate,100,63.4,78.1,43.1,67.5,4.13,26.6,63.3,61.4,High,2+ Activities,62.5,Good
Oluwaseun Adeyemi,STU/2022/1364,18,Female,Undergraduate,200,51.8,33.4,51.4,59.3,3.05,18.1,67.7,53.3,High,None,55.3,Average
Chiamaka Aliyu,STU/2021/1365,18,Male,Undergraduate,200,100.0,63.9,80.2,55.9,2.2,14.6,73.2,49.0,Medium,None,60.6,Good
Wale Lawal,STU/2023/1366,19,Female,Undergraduate,200,52.5,77.0,91.1,76.2,3.81,,85.8,25.5,Medium,None,70.0,Good
Dauda Eze,STU/2022/1367,19,Female,Undergraduate,400,72.1,49.9,64.5,61.4,2.99,27.6,25.2,45.2,Low,2+ Activities,57.7,Average
Bello Ibrahim,STU/2018/1368,25,Male,Undergraduate,500,57.5,70.1,49.9,30.6,2.67,12.9,55.6,59.6,Medium,None,52.7,Average
Gbenga Nwachukwu,STU/2019/1369,26,Male,Undergraduate,100,,7.9,45.5,38.0,1.69,13.4,33.7,5.9,Medium,1 Activity,34.3,Poor
Kola Adeleke,STU/2021/1370,26,Male,Undergraduate,200,49.1,77.8,18.1,77.3,4.89,0.0,45.0,49.7,Medium,2+ Activities,59.2,Average
Chidinma Bello,STU/2022/1371,20,Male,Undergraduate,500,87.1,58.5,36.4,37.2,3.66,12.8,36.1,78.4,Medium,1 Activity,54.0,Average
Patience Onyekwere,STU/2019/1372,19,Male,Undergraduate,100,100.0,53.4,57.0,77.7,3.76,16.1,67.5,86.9,Medium,1 Activity,59.5,Average
Chidinma Chukwu,STU/2022/1373,26,Female,HND,100,56.9,75.7,51.4,67.1,2.22,7.9,81.3,49.5,Medium,2+ Activities,63.9,Good
Adaeze Fashola,STU/2021/1374,29,Male,Undergraduate,100,93.9,89.1,67.5,62.1,3.07,5.9,82.7,48.7,Medium,2+ Activities,64.2,Good
Sola Bakare,STU/2018/1375,25,Male,Undergraduate,300,,66.7,51.1,63.6,2.93,0.0,27.4,45.6,Low,1 Activity,59.4,Average
Musa Bello,STU/2023/1376,23,Female,Undergraduate,100,99.1,87.0,40.5,73.8,3.7,9.3,51.9,48.8,Low,1 Activity,63.2,Good
Chiamaka Anikulapo,STU/2023/1377,21,Male,Undergraduate,500,100.0,30.0,61.8,45.0,4.22,25.4,26.7,82.9,Low,2+ Activities,56.3,Average
Uche Okeke,STU/2021/1378,21,Female,Postgraduate,200,67.8,70.0,100.0,65.7,1.71,2.1,25.8,92.6,High,2+ Activities,64.8,Good
Gbemi Danjuma,STU/2020/1379,23,Female,Undergraduate,300,44.6,55.6,48.7,45.6,2.03,20.3,38.5,26.2,Low,1 Activity,41.4,Pass
Grace Chukwu,STU/2023/1380,22,Female,Undergraduate,100,89.1,43.8,57.8,67.8,3.58,21.0,63.6,43.8,High,2+ Activities,53.5,Average
Oluwaseun Chukwu,STU/2022/1381,25,Female,Undergraduate,200,76.0,23.3,71.9,76.0,2.54,33.6,68.0,22.7,Low,None,55.2,Average
Ahmed Okafor,STU/2019/1382,29,Female,Undergraduate,300,81.0,69.0,43.6,67.8,3.73,22.3,71.4,59.4,Medium,1 Activity,63.8,Good
Yusuf Lawal,STU/2019/1383,26,Male,Undergraduate,400,65.9,73.8,80.5,75.3,2.66,21.6,69.8,50.2,High,None,72.6,Good
Ahmed Bakare,STU/2023/1384,27,Male,Undergraduate,400,56.1,82.2,23.4,53.1,1.88,16.9,33.8,67.2,Medium,None,42.3,Pass
Sandra Onyekwere,STU/2021/1385,25,Male,Undergraduate,300,92.9,79.2,46.8,63.9,1.42,14.0,84.6,73.3,Low,1 Activity,61.0,Good
Precious Adeyemi,STU/2021/1386,28,Female,HND,500,77.8,44.1,48.8,61.0,3.44,20.8,75.1,71.0,Low,1 Activity,56.0,Average
Yusuf Ofili,STU/2021/1387,23,Male,Undergraduate,400,46.0,81.2,58.0,59.8,3.46,24.0,44.7,27.1,High,None,58.8,Average
Joy Okonkwo,STU/2019/1388,29,Female,Undergraduate,400,84.4,83.1,15.6,51.4,3.87,15.4,45.6,59.5,Medium,1 Activity,59.0,Average
Usman Suleiman,STU/2018/1389,17,Female,HND,100,80.8,53.3,82.1,57.7,3.3,24.3,38.6,26.1,Medium,1 Activity,59.3,Average
Ruth Adeyemi,STU/2019/1390,24,Female,Postgraduate,100,66.1,58.5,63.3,46.1,0.5,37.1,22.7,94.7,Medium,2+ Activities,51.9,Average
Halima Onyekwere,STU/2018/1391,16,Female,Undergraduate,100,100.0,41.2,77.5,36.2,3.45,14.6,71.7,52.9,Medium,2+ Activities,64.4,Good
Kayode Fashola,STU/2021/1392,23,Male,Postgraduate,300,60.9,84.7,87.3,53.1,1.69,14.8,75.6,32.7,Low,1 Activity,65.1,Good
Anthonia Bello,STU/2020/1393,27,Female,HND,200,69.0,30.8,40.2,75.6,1.32,13.3,31.8,49.1,Medium,2+ Activities,39.3,Poor
Tunde Adeyemi,STU/2019/1394,26,Female,Undergraduate,200,85.8,67.6,5.1,69.0,1.21,15.1,24.2,64.2,Medium,None,41.5,Pass
Chukwuemeka Fashola,STU/2021/1395,27,Male,Undergraduate,400,73.4,47.3,77.9,43.6,1.13,23.8,31.6,74.7,Low,1 Activity,50.6,Average
Dauda Ibrahim,STU/2019/1396,27,Male,Undergraduate,400,47.1,38.1,49.3,58.1,3.25,14.7,57.8,86.0,High,2+ Activities,54.6,Average
Lanre Lawal,STU/2021/1397,19,Female,HND,500,75.3,24.3,32.3,76.8,2.34,15.5,20.5,61.3,High,1 Activity,44.5,Pass
Amina Suleiman,STU/2019/1398,19,Female,Undergraduate,200,64.5,54.1,66.5,57.4,1.63,12.0,83.2,53.3,High,1 Activity,54.8,Average
Chioma Nwosu,STU/2022/1399,20,Female,Undergraduate,300,87.4,35.2,100.0,40.9,3.02,17.9,81.7,73.7,Low,None,66.7,Good
Ifeoma Mohammed,STU/2019/1400,23,Female,HND,200,74.7,59.0,52.8,100.0,2.0,10.0,65.6,73.2,Medium,None,58.3,Average
Stella Aliyu,STU/2022/1401,20,Female,Undergraduate,100,73.7,89.8,74.0,62.2,3.88,4.2,75.2,62.4,High,1 Activity,75.3,Excellent
