full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category,study_bucket,score_composite,engagement_index,academic_consistency,class_participation_enc,extracurricular_enc,gender_enc,level_enc
Mercy Bello,STU/2020/1252,27,Female,Undergraduate,400,67.2,24.4,53.5,58.1,1.85,2.8,76.5,84.6,Medium,1 Activity,43.7,Pass,"(0, 5]",44.46,59.34,0.519,1,1.0,1,4
Babatunde Bello,STU/2022/1253,27,Female,Undergraduate,200,71.8,46.5,45.7,51.0,2.43,24.7,30.6,38.6,Low,2+ Activities,48.0,Pass,"(20, 25]",47.3,45.07,1.194,0,2.0,1,2
Bello Danjuma,STU/2022/1254,17,Male,Postgraduate,500,100.0,53.6,46.5,82.2,3.52,15.1,100.0,36.2,Medium,2+ Activities,65.0,Good,"(15, 20]",57.91,85.03,1.557,1,2.0,0,5
Sola Ibrahim,STU/2020/1255,29,Female,HND,500,89.2,76.2,40.9,78.3,3.76,20.3,56.5,57.2,Low,2+ Activities,59.2,Average,"(20, 25]",62.6,61.78,1.076,0,2.0,1,5
Chidinma Okeke,STU/2021/1256,20,Male,HND,300,61.5,34.0,69.4,79.3,4.44,20.7,90.9,60.1,Low,,65.8,Good,"(20, 25]",59.48,70.8,0.973,0,,0,3
Wale Garba,STU/2020/1257,23,Male,HND,100,79.0,39.7,3.0,79.0,2.47,21.4,75.2,42.8,High,1 Activity,47.7,Pass,"(20, 25]",34.84,68.43,0.795,2,1.0,0,1
Fatima Fashola,STU/2022/1258,26,Male,Undergraduate,200,86.9,29.1,83.6,49.4,2.27,14.2,31.0,54.5,Medium,,54.8,Average,"(10, 15]",55.98,46.3,1.009,1,,0,2
Femi Lawal,STU/2020/1259,24,Female,Postgraduate,400,73.5,43.1,75.0,54.7,4.49,14.4,44.5,87.3,Low,,63.2,Good,"(10, 15]",58.76,49.1,0.665,0,,1,4
Aisha Bakare,STU/2018/1260,17,Female,Undergraduate,200,61.4,35.5,59.2,89.8,2.32,21.2,33.2,52.1,Medium,2+ Activities,63.8,Good,"(20, 25]",58.56,42.09,1.103,1,2.0,1,2
Bello Adeyemi,STU/2021/1261,27,Male,Undergraduate,100,62.4,86.8,52.1,66.8,3.46,5.7,21.4,21.3,High,1 Activity,53.9,Average,"(5, 10]",67.92,31.32,3.046,2,1.0,0,1
Yusuf Chukwu,STU/2020/1262,18,Male,Undergraduate,300,78.9,46.3,76.7,40.0,4.96,14.2,48.7,25.1,Low,2+ Activities,55.0,Average,,56.89,52.75,2.18,0,2.0,0,3
Amina Adeleke,STU/2022/1263,18,Female,Undergraduate,400,79.4,70.4,54.2,68.7,3.68,10.3,25.0,100.0,Medium,,67.9,Good,"(10, 15]",63.5,39.75,0.629,1,,1,4
Sandra Onyekwere,STU/2020/1264,16,Male,Postgraduate,400,66.7,58.3,49.4,76.1,3.7,16.3,50.6,89.0,High,1 Activity,63.4,Good,"(15, 20]",59.19,50.74,0.658,2,1.0,0,4
Emeka Nwosu,STU/2020/1265,23,Female,Undergraduate,100,24.9,58.1,77.8,73.9,4.15,29.4,100.0,51.3,Low,1 Activity,64.4,Good,"(25, 30]",69.93,67.27,1.337,0,1.0,1,1
Anthonia Fashola,STU/2019/1266,21,Female,Undergraduate,300,48.8,47.4,96.9,49.1,3.47,14.4,72.4,76.2,Medium,,58.9,Average,"(10, 15]",67.63,55.64,0.876,1,,1,3
Dauda Nwachukwu,STU/2020/1267,27,Male,HND,100,83.2,71.9,35.6,97.1,3.71,30.0,41.1,65.2,Low,,63.1,Good,"(25, 30]",63.68,55.51,0.962,0,,0,1
Biodun Bakare,STU/2018/1268,28,Female,Undergraduate,100,33.6,60.8,63.5,39.5,2.69,18.1,56.5,85.4,Medium,,49.1,Pass,"(15, 20]",56.56,44.36,0.655,1,,1,1
Ike Obi,STU/2022/1269,23,Male,Undergraduate,400,93.3,59.7,33.3,66.9,4.04,10.4,45.0,38.6,High,1 Activity,51.4,Average,"(10, 15]",50.94,53.96,1.286,2,1.0,0,4
Usman Obi,STU/2023/1270,26,Female,HND,100,90.7,47.3,65.0,94.5,3.37,23.2,100.0,39.1,Low,2+ Activities,71.6,Good,"(20, 25]",66.18,84.94,1.65,0,2.0,1,1
Tunde Bakare,STU/2019/1271,24,Female,Undergraduate,200,72.7,50.3,39.4,75.1,1.67,12.1,27.8,86.4,High,2+ Activities,42.6,Pass,"(10, 15]",52.14,39.74,0.597,2,2.0,1,2
Loveth Mohammed,STU/2023/1272,20,Female,Undergraduate,100,82.8,68.6,79.2,79.2,3.22,16.0,55.0,30.1,High,2+ Activities,64.6,Good,"(15, 20]",75.49,57.67,2.427,2,2.0,1,1
Biodun Mohammed,STU/2020/1273,29,Male,Undergraduate,400,71.4,62.1,53.0,47.1,1.05,3.3,66.6,61.4,Medium,2+ Activities,48.4,Pass,"(0, 5]",54.71,55.82,0.877,1,2.0,0,4
Stella Nwosu,STU/2021/1274,27,Female,Undergraduate,400,69.9,60.2,55.9,70.9,3.64,1.9,85.4,59.1,Medium,2+ Activities,69.2,Good,"(0, 5]",61.16,64.3,1.018,1,2.0,1,4
Sandra Ibrahim,STU/2018/1275,29,Male,HND,300,47.3,44.4,87.6,64.4,2.79,14.2,46.7,75.7,Low,1 Activity,57.0,Average,,66.68,42.27,0.869,0,1.0,0,3
Abdul Adeleke,STU/2018/1276,18,Male,Undergraduate,400,89.4,93.0,40.3,45.8,4.71,22.8,30.9,62.8,High,1 Activity,66.1,Good,"(20, 25]",60.12,49.87,0.942,2,1.0,0,4
Yusuf Nwachukwu,STU/2018/1277,20,Male,Undergraduate,100,97.3,49.4,68.7,79.7,3.44,14.2,62.2,57.4,Medium,1 Activity,63.5,Good,,64.7,65.02,1.108,1,1.0,0,1
Uche Bello,STU/2019/1278,20,Female,Undergraduate,200,50.2,57.5,42.3,51.1,3.83,7.5,87.9,52.4,Medium,2+ Activities,56.7,Average,"(5, 10]",49.82,61.51,0.933,1,2.0,1,2
Stella Okeke,STU/2020/1279,20,Female,Undergraduate,200,46.6,54.6,78.9,53.1,2.06,25.7,48.2,40.1,Medium,,65.3,Good,"(25, 30]",63.94,46.65,1.556,1,,1,2
Ngozi Nwosu,STU/2018/1280,18,Female,HND,100,69.5,93.2,90.7,72.4,3.62,24.5,34.0,56.7,Medium,,74.5,Good,"(20, 25]",87.0,46.02,1.508,1,,1,1
Gbenga Adeleke,STU/2020/1281,26,Female,Undergraduate,200,60.7,52.8,49.7,62.6,2.42,10.1,57.8,83.3,High,2+ Activities,52.0,Average,"(10, 15]",54.01,50.48,0.641,2,2.0,1,2
Precious Chukwu,STU/2021/1282,29,Male,Undergraduate,500,74.6,51.1,11.1,67.9,3.98,14.2,14.4,54.3,Medium,,40.6,Pass,,39.3,34.31,0.711,1,,0,5
Mary Chukwu,STU/2020/1283,25,Female,Undergraduate,100,93.7,60.1,41.2,61.5,1.99,21.6,49.5,88.1,High,2+ Activities,59.6,Average,"(20, 25]",52.89,60.06,0.594,2,2.0,1,1
Biodun Danjuma,STU/2023/1284,29,Male,Undergraduate,200,31.6,45.5,100.0,89.0,3.1,23.1,84.5,74.6,Medium,1 Activity,62.4,Good,"(20, 25]",78.18,59.43,1.034,1,1.0,0,2
Ahmed Onyekwere,STU/2020/1285,19,Female,HND,100,100.0,60.0,43.2,49.3,1.96,31.3,76.9,69.5,Low,,52.9,Average,"(30, 35]",50.6,78.88,0.718,0,,1,1
Biodun Onyekwere,STU/2020/1286,24,Female,Undergraduate,100,64.7,100.0,90.4,57.1,3.11,14.2,51.4,56.8,High,1 Activity,75.1,Excellent,,85.44,49.84,1.478,2,1.0,1,1
Lanre Mohammed,STU/2022/1287,28,Female,Undergraduate,500,81.2,63.4,42.9,73.2,4.82,0.0,56.5,47.4,Medium,2+ Activities,61.7,Good,,57.65,52.61,1.191,1,2.0,1,5
Kayode Adeleke,STU/2023/1288,25,Female,Undergraduate,200,83.1,62.7,42.4,48.2,3.65,16.6,100.0,93.6,Medium,,59.4,Average,"(15, 20]",50.96,80.46,0.539,1,,1,2
Blessing Aliyu,STU/2019/1289,24,Male,Postgraduate,200,85.2,45.1,70.6,47.5,2.97,14.2,71.6,75.9,High,2+ Activities,60.7,Good,,55.9,66.09,0.727,2,2.0,0,2
Wale Nwosu,STU/2020/1290,17,Male,Undergraduate,400,73.1,88.8,68.2,67.3,0.78,15.2,18.3,57.2,Low,2+ Activities,54.3,Average,"(15, 20]",75.18,36.15,1.292,0,2.0,0,4
Ruth Aliyu,STU/2018/1291,23,Female,HND,100,77.3,92.9,72.0,79.7,2.52,14.7,8.0,94.0,Medium,,61.1,Good,"(10, 15]",81.24,32.09,0.855,1,,1,1
Tunde Anikulapo,STU/2022/1292,23,Male,Undergraduate,200,77.2,73.3,55.1,82.0,3.43,9.3,89.6,72.6,Low,,66.8,Good,"(5, 10]",68.19,71.06,0.926,0,,0,2
Grace Lawal,STU/2020/1293,22,Male,HND,200,60.7,69.8,75.7,66.6,2.54,5.8,61.1,31.6,Medium,,61.4,Good,"(5, 10]",71.36,50.69,2.189,1,,0,2
Ahmed Adeleke,STU/2022/1294,23,Male,Undergraduate,300,40.4,53.8,74.2,53.6,4.28,14.2,95.9,51.5,High,,57.5,Average,,61.91,64.8,1.179,2,,0,3
Wale Adeleke,STU/2019/1295,29,Female,Undergraduate,500,50.1,65.0,78.0,69.7,3.06,11.3,21.5,74.5,High,,56.9,Average,"(10, 15]",71.38,29.55,0.945,2,,1,5
Amina Mohammed,STU/2022/1296,18,Male,Undergraduate,400,70.1,43.0,42.5,74.6,3.97,12.9,51.0,90.2,Medium,1 Activity,52.1,Average,"(10, 15]",50.7,50.83,0.556,1,1.0,0,4
Usman Bello,STU/2018/1297,28,Male,Undergraduate,200,57.8,37.7,75.7,69.5,3.18,14.8,56.5,100.0,High,1 Activity,63.7,Good,"(10, 15]",60.85,50.52,0.602,2,1.0,0,2
Halima Nwachukwu,STU/2020/1298,21,Female,HND,400,57.9,31.2,44.6,86.0,2.75,18.7,36.8,60.5,High,2+ Activities,59.2,Average,"(15, 20]",50.26,42.0,0.817,2,2.0,1,4
Patience Garba,STU/2018/1299,16,Female,Postgraduate,100,100.0,65.4,51.9,47.8,2.58,11.5,80.4,72.3,Medium,,62.2,Good,"(10, 15]",55.6,74.03,0.759,1,,1,1
Wale Mohammed,STU/2021/1300,22,Male,Undergraduate,100,87.5,33.2,51.4,53.2,2.09,24.2,51.9,47.8,Low,1 Activity,49.0,Pass,"(20, 25]",45.48,60.27,0.932,0,1.0,0,1
Chioma Eze,STU/2022/1301,16,Male,Undergraduate,100,71.4,49.0,35.0,83.6,3.99,13.7,56.5,42.3,Medium,1 Activity,58.5,Average,"(10, 15]",52.05,54.24,1.202,1,1.0,0,1
Stella Nwosu,STU/2022/1302,24,Male,Undergraduate,200,84.1,56.9,20.3,40.0,2.61,21.4,25.4,26.3,High,2+ Activities,42.1,Pass,"(20, 25]",38.03,45.06,1.393,2,2.0,0,2
Mercy Garba,STU/2022/1303,16,Male,Postgraduate,300,64.4,75.9,79.5,55.8,3.47,11.6,61.3,67.8,High,1 Activity,66.6,Good,"(10, 15]",72.32,53.84,1.051,2,1.0,0,3
Usman Abubakar,STU/2023/1304,16,Male,Undergraduate,300,74.0,47.6,41.0,52.6,2.53,14.2,100.0,85.3,Medium,1 Activity,51.6,Average,,46.21,76.93,0.535,1,1.0,0,3
Usman Fashola,STU/2019/1305,22,Female,Undergraduate,500,79.9,78.0,49.6,38.4,2.03,14.2,64.7,75.5,High,2+ Activities,56.1,Average,,56.74,61.05,0.742,2,2.0,1,5
Wale Onyekwere,STU/2023/1306,17,Female,Undergraduate,300,64.5,74.9,40.4,61.8,3.5,27.1,35.2,61.7,Low,,60.9,Good,"(25, 30]",57.82,45.98,0.922,0,,1,3
Chidinma Nwosu,STU/2018/1307,29,Female,Undergraduate,300,59.7,38.7,49.9,77.7,2.33,8.4,89.9,84.5,Low,,55.4,Average,"(5, 10]",52.93,65.66,0.619,0,,1,3
Fatima Anikulapo,STU/2021/1308,20,Male,Undergraduate,100,94.0,78.2,44.9,67.7,2.64,10.4,36.0,100.0,High,1 Activity,63.5,Good,"(10, 15]",62.26,49.67,0.616,2,1.0,0,1
Uche Adeyemi,STU/2019/1309,23,Female,Undergraduate,100,83.1,52.9,80.6,78.6,1.88,12.0,98.0,43.4,Low,2+ Activities,64.5,Good,"(10, 15]",70.4,77.93,1.586,0,2.0,1,1
Abdul Onyekwere,STU/2019/1310,23,Male,Undergraduate,300,31.4,49.0,43.2,85.3,2.56,33.8,56.5,11.5,Low,,44.6,Pass,"(30, 35]",55.76,48.94,4.461,0,,0,3
Rasheed Mohammed,STU/2020/1311,18,Female,HND,200,60.0,53.0,89.3,58.4,3.02,12.3,61.8,66.8,Medium,1 Activity,61.6,Good,"(10, 15]",68.87,53.0,1.016,1,1.0,1,2
Fatima Onyekwere,STU/2021/1312,22,Female,Undergraduate,400,57.9,57.9,77.8,100.0,2.74,7.4,93.2,81.7,Medium,1 Activity,69.7,Good,"(5, 10]",76.38,66.44,0.924,1,1.0,1,4
Dauda Nwosu,STU/2022/1313,18,Male,Undergraduate,100,60.8,50.5,45.5,59.1,3.74,24.4,56.5,29.1,Medium,2+ Activities,51.9,Average,"(20, 25]",50.65,54.62,1.683,1,2.0,0,1
Wale Okafor,STU/2023/1314,21,Female,Undergraduate,100,87.5,42.9,61.4,61.4,3.13,14.5,57.1,76.7,Low,,56.1,Average,"(10, 15]",54.92,59.63,0.707,0,,1,1
Segun Okafor,STU/2022/1315,21,Male,Postgraduate,200,72.3,44.5,65.4,53.0,5.0,12.3,83.9,53.3,High,,59.9,Average,"(10, 15]",54.98,67.74,1.013,2,,0,2
Dauda Ofili,STU/2020/1316,18,Female,Undergraduate,100,47.0,60.5,71.8,74.3,3.38,9.1,0.0,66.7,High,1 Activity,56.1,Average,"(5, 10]",68.47,17.13,1.011,2,1.0,1,1
Anthonia Nwosu,STU/2023/1317,22,Male,Undergraduate,100,65.1,55.1,73.8,60.1,1.44,17.9,78.2,41.6,Medium,1 Activity,52.3,Average,"(15, 20]",63.83,64.6,1.498,1,1.0,0,1
Emeka Okafor,STU/2022/1318,18,Male,Undergraduate,400,81.8,67.5,58.7,63.7,2.81,22.5,52.8,40.4,Medium,1 Activity,60.2,Good,"(20, 25]",63.03,58.44,1.522,1,1.0,0,4
Ike Garba,STU/2018/1319,23,Female,Undergraduate,100,68.0,58.9,35.9,61.5,2.89,20.3,91.0,37.9,Medium,1 Activity,52.8,Average,"(20, 25]",50.35,72.67,1.294,1,1.0,1,1
Aisha Okeke,STU/2022/1320,25,Male,Undergraduate,300,60.4,59.4,67.8,61.1,2.45,10.2,34.3,73.4,Medium,2+ Activities,49.6,Pass,"(10, 15]",63.18,38.67,0.849,1,2.0,0,3
Adaeze Obi,STU/2023/1321,19,Female,Postgraduate,200,78.0,68.7,50.3,67.7,3.07,6.1,20.3,47.5,Medium,2+ Activities,66.5,Good,"(5, 10]",61.09,35.58,1.26,1,2.0,1,2
Yusuf Aliyu,STU/2018/1322,28,Male,HND,100,100.0,83.5,0.0,57.3,2.42,0.0,41.4,65.4,Medium,2+ Activities,45.0,Pass,,43.55,50.7,0.656,1,2.0,0,1
Bello Okafor,STU/2020/1323,16,Female,Undergraduate,200,80.3,84.3,62.8,58.1,3.3,6.4,40.9,60.6,Medium,1 Activity,61.7,Good,"(5, 10]",69.15,46.67,1.123,1,1.0,1,2
Gbenga Onwudiwe,STU/2020/1324,19,Female,Undergraduate,400,95.4,82.1,40.3,83.2,1.28,11.0,49.8,36.4,Low,2+ Activities,57.5,Average,"(10, 15]",65.66,57.19,1.756,0,2.0,1,4
Dauda Adeleke,STU/2018/1325,29,Male,HND,200,61.6,73.7,45.8,60.0,4.03,13.5,43.3,61.5,Medium,,55.5,Average,"(10, 15]",59.11,44.63,0.946,1,,0,2
Gbemi Okeke,STU/2023/1326,22,Male,Undergraduate,400,71.8,95.5,55.1,71.5,1.58,11.8,4.8,64.7,Medium,1 Activity,57.3,Average,"(10, 15]",73.34,27.87,1.116,1,1.0,0,4
Uche Mohammed,STU/2023/1327,26,Male,Postgraduate,100,71.5,65.9,23.9,49.9,2.76,36.4,52.6,81.3,Medium,1 Activity,49.6,Pass,"(35, 40]",45.1,59.88,0.548,1,1.0,0,1
Rasheed Nwosu,STU/2022/1328,19,Male,Undergraduate,400,71.4,63.9,57.8,57.4,2.34,17.9,56.5,89.9,High,2+ Activities,62.0,Good,"(15, 20]",59.84,55.64,0.658,2,2.0,0,4
Babatunde Abubakar,STU/2020/1329,28,Male,HND,100,79.9,98.4,48.7,44.0,3.28,4.1,50.2,39.6,Medium,1 Activity,59.0,Average,"(0, 5]",64.92,50.44,1.599,1,1.0,0,1
Precious Nwachukwu,STU/2020/1330,21,Female,Postgraduate,300,55.5,8.9,37.5,96.5,2.84,14.2,62.2,67.1,High,2+ Activities,52.4,Average,,42.24,52.48,0.62,2,2.0,1,3
Mary Onwudiwe,STU/2018/1331,24,Female,HND,300,83.7,54.1,55.9,88.4,3.23,17.1,57.1,15.7,Low,2+ Activities,66.5,Good,"(15, 20]",63.4,59.36,3.796,0,2.0,1,3
Aisha Obi,STU/2020/1332,16,Female,Undergraduate,500,42.7,80.5,21.2,75.1,4.0,5.6,20.5,77.0,Medium,1 Activity,51.4,Average,"(5, 10]",55.43,24.93,0.711,1,1.0,1,5
Yusuf Lawal,STU/2022/1333,28,Female,Undergraduate,200,48.0,75.6,56.5,100.0,3.69,16.3,47.5,81.9,High,2+ Activities,69.7,Good,"(15, 20]",74.06,43.58,0.893,2,2.0,1,2
Musa Bakare,STU/2020/1334,20,Female,HND,100,100.0,100.0,64.4,78.1,3.03,18.2,57.8,6.6,Medium,,76.1,Excellent,"(15, 20]",80.28,64.97,10.563,1,,1,1
Amina Bakare,STU/2018/1335,26,Female,Undergraduate,100,62.8,59.9,61.1,62.1,3.41,14.2,49.1,53.2,Medium,,57.6,Average,,60.93,48.12,1.124,1,,1,1
Stella Okeke,STU/2022/1336,22,Male,Undergraduate,400,85.1,50.2,70.8,71.3,4.76,0.0,17.7,42.1,Medium,2+ Activities,64.6,Good,,63.72,34.38,1.478,1,2.0,0,4
Rasheed Nwachukwu,STU/2021/1337,16,Female,Postgraduate,300,100.0,52.0,78.3,88.1,3.72,19.2,85.6,53.2,High,1 Activity,70.4,Good,"(15, 20]",71.54,79.2,1.32,2,1.0,1,3
Dauda Nwosu,STU/2018/1338,29,Female,Postgraduate,400,71.4,63.7,53.4,50.0,2.74,14.2,30.7,49.2,Medium,1 Activity,54.1,Average,,56.16,41.5,1.119,1,1.0,1,4
Wale Okeke,STU/2021/1339,19,Female,HND,100,92.3,87.2,76.9,45.1,4.15,29.1,23.9,59.1,High,1 Activity,68.0,Good,"(25, 30]",72.56,49.34,1.207,2,1.0,1,1
Gbenga Mohammed,STU/2020/1340,21,Male,Undergraduate,200,71.4,87.4,53.3,71.9,3.35,4.2,56.0,79.7,High,,67.8,Good,"(0, 5]",69.88,50.82,0.866,2,,0,2
Fatima Bello,STU/2022/1341,17,Male,Postgraduate,100,100.0,57.0,41.0,55.0,2.13,12.8,47.1,53.7,Medium,1 Activity,56.5,Average,"(10, 15]",50.1,57.82,0.916,1,1.0,0,1
Ruth Fashola,STU/2020/1342,25,Male,Postgraduate,500,50.7,62.6,47.1,26.6,2.84,13.6,70.0,40.3,Medium,1 Activity,42.8,Pass,"(10, 15]",47.4,54.74,1.148,1,1.0,0,5
Patience Obi,STU/2022/1343,20,Female,Undergraduate,300,98.1,47.0,60.3,43.9,1.67,19.4,76.8,56.0,Low,,50.3,Average,"(15, 20]",51.54,74.3,0.904,0,,1,3
Musa Nwosu,STU/2019/1344,26,Female,Undergraduate,500,58.7,48.9,76.7,59.7,0.94,12.7,73.0,54.9,Medium,,48.9,Pass,"(10, 15]",62.72,58.34,1.122,1,,1,5
Vivian Bakare,STU/2020/1345,25,Male,Undergraduate,200,91.0,76.8,55.0,65.8,2.15,8.3,55.0,58.3,Medium,1 Activity,63.9,Good,"(5, 10]",65.33,57.57,1.102,1,1.0,0,2
Lanre Danjuma,STU/2020/1346,16,Female,Undergraduate,300,71.4,86.8,41.5,66.3,3.11,15.7,68.8,47.4,High,1 Activity,56.4,Average,"(15, 20]",63.55,61.05,1.313,2,1.0,1,3
Anthonia Chukwu,STU/2020/1347,21,Male,HND,300,85.9,45.4,83.9,99.1,3.11,11.3,16.0,67.3,Medium,,66.0,Good,"(10, 15]",74.22,37.54,1.087,1,,0,3
Dauda Mohammed,STU/2023/1348,21,Male,Undergraduate,200,72.9,62.4,26.3,61.5,1.73,18.5,82.4,85.9,High,1 Activity,54.9,Average,"(15, 20]",47.74,69.24,0.549,2,1.0,0,2
Oluwaseun Chukwu,STU/2018/1349,28,Male,Postgraduate,400,38.9,53.6,41.7,69.7,0.86,7.5,44.9,34.6,Low,2+ Activities,42.3,Pass,"(5, 10]",52.86,36.62,1.485,0,2.0,0,4
Oluwaseun Bello,STU/2023/1350,19,Female,HND,500,15.8,73.5,72.9,37.4,4.32,5.8,100.0,69.0,Medium,1 Activity,63.2,Good,"(5, 10]",64.24,56.67,0.918,1,1.0,1,5
Gbemi Onwudiwe,STU/2022/1351,28,Female,Undergraduate,400,75.8,51.0,90.3,64.5,3.09,24.5,83.1,79.2,Medium,2+ Activities,60.0,Good,"(20, 25]",70.1,72.46,0.874,1,2.0,1,4
Adaeze Fashola,STU/2022/1352,23,Male,Postgraduate,400,67.3,23.3,64.6,70.7,4.4,32.2,50.1,51.3,Medium,2+ Activities,61.6,Good,"(30, 35]",51.67,55.97,0.988,1,2.0,0,4
Amina Okonkwo,STU/2022/1353,19,Female,Undergraduate,200,71.4,76.1,60.0,41.6,4.35,28.6,55.5,85.0,High,,64.8,Good,"(25, 30]",61.04,58.7,0.71,2,,1,2
Ifeoma Okonkwo,STU/2018/1354,23,Male,HND,200,67.5,52.5,49.2,49.1,3.66,13.4,84.6,58.8,Low,,48.2,Pass,"(10, 15]",50.33,67.02,0.842,0,,0,2
Lanre Okeke,STU/2022/1355,28,Female,Undergraduate,500,100.0,54.4,66.0,73.3,3.05,22.4,56.5,37.5,Low,1 Activity,55.2,Average,"(20, 25]",63.76,65.72,1.656,0,1.0,1,5
Amina Okafor,STU/2023/1356,23,Female,HND,100,76.1,65.8,57.6,55.7,2.64,8.5,51.0,34.6,Medium,1 Activity,61.3,Good,"(5, 10]",60.0,51.16,1.685,1,1.0,1,1
Loveth Lawal,STU/2023/1357,20,Female,Undergraduate,400,64.0,64.4,39.9,63.3,3.65,18.1,97.5,75.7,Medium,1 Activity,61.9,Good,"(15, 20]",54.32,73.98,0.708,1,1.0,1,4
Patience Aliyu,STU/2020/1358,28,Male,Undergraduate,400,78.1,66.2,48.8,74.2,2.86,14.2,76.1,73.9,High,,63.5,Good,,61.24,66.21,0.818,2,,0,4
Mary Ofili,STU/2021/1359,19,Female,Postgraduate,300,71.4,28.7,37.7,99.6,2.47,24.1,34.1,91.3,High,1 Activity,56.8,Average,"(20, 25]",50.02,46.5,0.542,2,1.0,1,3
Gbenga Nwachukwu,STU/2019/1360,27,Female,Undergraduate,500,73.7,68.0,55.3,61.2,1.11,23.0,62.9,73.4,Low,,48.8,Pass,"(20, 25]",61.22,61.23,0.823,0,,1,5
Vivian Anikulapo,STU/2022/1361,28,Male,Undergraduate,200,71.4,23.6,58.2,95.1,2.93,30.6,30.6,58.0,Medium,2+ Activities,55.3,Average,"(30, 35]",55.32,46.92,0.938,1,2.0,0,2
Fatima Mohammed,STU/2018/1362,17,Female,Undergraduate,200,71.8,71.9,87.7,31.7,3.99,12.2,56.5,69.6,Medium,,67.3,Good,"(10, 15]",68.17,53.86,0.966,1,,1,2
Stella Danjuma,STU/2018/1363,26,Male,Postgraduate,100,63.4,78.1,43.1,67.5,4.13,26.6,63.3,61.4,High,2+ Activities,62.5,Good,"(25, 30]",61.45,59.54,0.985,2,2.0,0,1
Oluwaseun Adeyemi,STU/2022/1364,18,Female,Undergraduate,200,51.8,33.4,51.4,59.3,3.05,18.1,67.7,53.3,High,,55.3,Average,"(15, 20]",47.08,55.42,0.867,2,,1,2
Chiamaka Aliyu,STU/2021/1365,18,Male,Undergraduate,200,100.0,63.9,80.2,55.9,2.2,14.6,73.2,49.0,Medium,,60.6,Good,"(10, 15]",68.42,71.47,1.368,1,,0,2
Wale Lawal,STU/2023/1366,19,Female,Undergraduate,200,52.5,77.0,91.1,76.2,3.81,14.2,85.8,25.5,Medium,,70.0,Good,,82.44,63.38,3.111,1,,1,2
Dauda Eze,STU/2022/1367,19,Female,Undergraduate,400,72.1,49.9,64.5,61.4,2.99,27.6,25.2,45.2,Low,2+ Activities,57.7,Average,"(25, 30]",58.62,43.43,1.269,0,2.0,1,4
Bello Ibrahim,STU/2018/1368,25,Male,Undergraduate,500,57.5,70.1,49.9,30.6,2.67,12.9,55.6,59.6,Medium,,52.7,Average,"(10, 15]",52.14,49.35,0.86,1,,0,5
Gbenga Nwachukwu,STU/2019/1369,26,Male,Undergraduate,100,71.4,7.9,45.5,38.0,1.69,13.4,33.7,5.9,Medium,1 Activity,34.3,Poor,"(10, 15]",30.46,42.74,4.414,1,1.0,0,1
Kola Adeleke,STU/2021/1370,26,Male,Undergraduate,200,49.1,77.8,18.1,77.3,4.89,0.0,45.0,49.7,Medium,2+ Activities,59.2,Average,,53.8,37.23,1.061,1,2.0,0,2
Chidinma Bello,STU/2022/1371,20,Male,Undergraduate,500,87.1,58.5,36.4,37.2,3.66,12.8,36.1,78.4,Medium,1 Activity,54.0,Average,"(10, 15]",44.33,48.45,0.558,1,1.0,0,5
Patience Onyekwere,STU/2019/1372,19,Male,Undergraduate,100,100.0,53.4,57.0,77.7,3.76,16.1,67.5,86.9,Medium,1 Activity,59.5,Average,"(15, 20]",60.91,69.12,0.693,1,1.0,0,1
Chidinma Chukwu,STU/2022/1373,26,Female,HND,100,56.9,75.7,51.4,67.1,2.22,7.9,81.3,49.5,Medium,2+ Activities,63.9,Good,"(5, 10]",63.83,60.35,1.264,1,2.0,1,1
Adaeze Fashola,STU/2021/1374,29,Male,Undergraduate,100,93.9,89.1,67.5,62.1,3.07,5.9,82.7,48.7,Medium,2+ Activities,64.2,Good,"(5, 10]",73.71,71.49,1.483,1,2.0,0,1
Sola Bakare,STU/2018/1375,25,Male,Undergraduate,300,71.4,66.7,51.1,63.6,2.93,0.0,27.4,45.6,Low,1 Activity,59.4,Average,,59.68,35.12,1.281,0,1.0,0,3
Musa Bello,STU/2023/1376,23,Female,Undergraduate,100,99.1,87.0,40.5,73.8,3.7,9.3,51.9,48.8,Low,1 Activity,63.2,Good,"(5, 10]",65.1,58.78,1.307,0,1.0,1,1
Chiamaka Anikulapo,STU/2023/1377,21,Male,Undergraduate,500,100.0,30.0,61.8,45.0,4.22,25.4,26.7,82.9,Low,2+ Activities,56.3,Average,"(25, 30]",46.47,51.82,0.554,0,2.0,0,5
Uche Okeke,STU/2021/1378,21,Female,Postgraduate,200,67.8,70.0,100.0,65.7,1.71,2.1,25.8,92.6,High,2+ Activities,64.8,Good,"(0, 5]",80.92,33.94,0.865,2,2.0,1,2
Gbemi Danjuma,STU/2020/1379,23,Female,Undergraduate,300,44.6,55.6,48.7,45.6,2.03,20.3,38.5,26.2,Low,1 Activity,41.4,Pass,"(20, 25]",50.34,39.4,1.851,0,1.0,1,3
Grace Chukwu,STU/2023/1380,22,Female,Undergraduate,100,89.1,43.8,57.8,67.8,3.58,21.0,63.6,43.8,High,2+ Activities,53.5,Average,"(20, 25]",55.4,65.53,1.237,2,2.0,1,1
